Committee Name|Committee Address|Committee Type|Committee City|Committee State|Committee Zip|Committee ID|Date Recevied|Date Last Revised|Last Revised By|Postmark Date|Microfilm Number|Election Date|Type of Filing|Nature of Filing|Report Start Date|Report End Date|Nature of Committee|Field 1|Field 2A|Field 2B|Field 2C|Field 2D|Field 3|Field 4|Field 5|Field 6|Field 7|Field 8|Field 9|Field 10|Field 11A|Field 11B|Field 11C|Field 11D|Field 12|Field 13|Field 14|Field 15|Field 16|Field 17|Field 18|Field 19|Field 20|Field 21|Field 22|Field 23|Field 24|Field 25|Field 26|Description|Report ID
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|01/15/2003|01/29/2003|JIMS    |01/14/2003|6490184|11/05/2002|G|70|10/22/2002|12/31/2002||1841.98|3300|0|.02|3300.02|0|0|3300.02|0|0|3300.02|5142|2500|2750|0|0|2750|0|2750|0|0|2750|5250|66.12|0|3300.02|3366.14|2750|616.14|0|0|616.14|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|03/11/2003|03/27/2003|JIMS    |03/10/2003|6540140|04/08/2003|P|30|01/01/2003|03/04/2003||0|4770|0|.13|4770.13|0|0|4770.13|0|0|4770.13|4770.13|0|5000|0|0|5000|0|5000|0|0|5000|5000|616.14|0|4770.13|5386.27|5000|386.27|0|0|386.27|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|04/01/2003|04/14/2003|JIMS    |03/31/2003|6600112|04/08/2003|P|10|03/05/2003|03/24/2003||4770.13|5500|0|0|5500|0|0|5500|0|0|5500|10270.13|5000|5500|0|0|5500|0|5500|0|0|5500|10500|386.27|0|5500|5886.27|5500|386.27|0|0|386.27|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|04/29/2003|06/26/2003|JIMS    |04/28/2003|6610101|05/06/2003|G|10|03/25/2003|04/21/2003||10270.13|12500|0|.05|12500.05|0|0|12500.05|0|0|12500.05|22770.18|10500|12500|0|0|12500|0|12500|0|0|12500|23000|386.27|0|12500.05|12886.32|12500|386.32|0|0|386.32|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|06/17/2003|06/26/2003|JIMS    |06/16/2003|6620244|05/08/2003|G|70|04/22/2003|06/10/2003||22770.18|214.26|0|.21|214.47|0|0|214.47|0|0|214.47|22984.65|23000|0|0|0|0|0|0|0|0|0|23000|386.32|0|214.47|600.79|0|600.79|0|0|600.79|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|01/09/2004|01/14/2004|CHERYLD |01/08/2004|6650050|11/05/2002|A||06/11/2003|12/31/2003||0|185|0|.34|185.34|0|0|185.34|0|0|185.34|185.34|0|0|0|0|0|0|0|0|0|0|0|600.79|0|185.34|786.13|0|786.13|0|0|786.13|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|04/13/2004|04/21/2004|CHERYLD |04/12/2004|6780114|05/11/2004|P|30|01/01/2004|04/06/2004||0|8244.94|0|.2|8245.14|0|0|8245.14|0|0|8245.14|8245.14|0|0|0|0|0|0|0|0|0|0|0|786.13|0|8245.14|9031.27|0|9031.27|0|0|9031.27|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|05/06/2004|07/19/2005|nadc05|05/06/2004|6790211|05/11/2004|P|10|04/07/2004|04/26/2004|S|8245.14|0|0|.55|.55|0|0|.55|0|0|.55|8245.69|0|500|0|0|500|0|500|0|0|500|500|9031.27|0|.55|9031.82|500|8531.82|0|0|8531.82|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|06/22/2004|06/28/2004|CHERYLD |06/21/2004|6820095|05/11/2004|P|40|04/27/2004|06/15/2004||8245.69|0|0|.69|.69|0|0|.69|0|0|.69|8246.38|500|0|0|0|0|0|0|0|0|0|500|8531.82|0|.69|8532.51|0|8532.51|0|0|8532.51|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|10/13/2004|10/18/2004|CORIEJ  |10/11/2004|6860002|11/02/2004|G|30|06/16/2004|09/28/2004||8246.38|550|0|1.32|551.32|0|0|551.32|0|0|551.32|8797.7|500|0|0|0|0|0|0|0|0|0|500|8532.51|0|551.32|9083.83|0|9083.83|0|0|9083.83|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|10/26/2004|11/01/2004|CORIEJ  |10/25/2004|6860247|11/02/2004|G|10|09/29/2004|10/18/2004||8797.7|578|0|1.27|579.27|0|0|579.27|0|0|579.27|9376.97|500|0|0|0|0|0|0|0|0|0|500|9083.83|0|579.27|9663.1|0|9663.1|0|0|9663.1|
LINCOLN INDEPENDENT BUSINESS ASSOCIATION (PAC)|620 N 48TH, STE 205|S|LINCOLN|NE|68504|99PAC00007|01/18/2005|08/18/2015|nadc01|01/11/2005|6910030|11/02/2004|G|70|10/19/2004|12/31/2004||9376.97|3894|0|4.08|3898.08|0|0|3898.08|0|0|3898.08|13275.05|500|1625|0|0|1625|0|1625|0|0|1625|2125|9663.09|0|3898.08|13561.17|1625|11936.17|0|0|11936.17|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|03/09/1999|01/25/2000|SERENAD |03/08/1999|5630158|04/06/1999|P|30|01/01/1999|03/02/1999| |0|1000|0|0|1000|0|0|1000|0|0|1000|1000|0|4600|0|0|4600|0|4600|0|0|4600|4600|3906.23|0|1000|4906.23|4600|306.23|0|0|306.23|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|03/30/1999|03/31/1999|SERENAD |03/29/1999|       |04/06/1999|P|10|03/03/1999|03/22/1999| |0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|04/27/1999|05/19/1999|SHELLYS |04/26/1999|5710041|05/04/1999|G|10|03/23/1999|04/19/1999||1000|1886|0|0|1886|0|0|1886|0|0|1886|2886|4600|0|0|0|0|0|0|0|0|0|4600|306.23|0|1886|2192.23|0|2192.23|0|0|2192.23|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|06/15/1999|01/25/2000|SERENAD |06/14/1999||05/04/1999|G|70|04/20/1999|06/08/1999||1000|4500|0|0|4500|0|0|4500|0|0|4500|5500|4600|1000|0|0|1000|0|1000|0|0|1000|5600|2192.23|0|4500|6692.23|1000|5692.23|0|0|5692.23|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|02/02/2000|03/01/2000|SERENAD |01/31/2000||05/09/2000|A||06/09/1999|12/31/1999||||||||||||||||||||||||||||||||||
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|04/11/2000|04/14/2000|KIMH    |04/10/2000||05/09/2000|P|30|01/01/2000|04/04/2000||0|2932|0|60.05|2992.05|0|0|2992.05|0|0|2992.05|2992.05|0|550|0|0|550|0|550|0|0|550|550|7723.12|0|2992.05|10715.17|550|10165.17|0|0|10165.17|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|05/03/2000|10/12/2000|KATHYS  |05/01/2000||05/09/2000|P|10|04/05/2000|04/24/2000||||||||||||||||||||||||||||||||||
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|06/19/2000|06/19/2000|KATHYS  |06/16/2000||05/09/2000|P|40|04/25/2000|06/13/2000||2992.05|0|0|0|0|0|0|0|0|0|0|2992.05|550|1000|0|0|1000|0|1000|0|0|1000|1550|10165.17|0|0|10165.17|1000|9165.17|0|0|9165.17|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|10/11/2000|10/20/2000|KAREN   |10/10/2000|5980244|11/07/2000|G|30|06/14/2000|10/03/2000||2992.05|16284.6|0|157.28|16441.88|0|0|16441.88|0|0|16441.88|19433.93|1550|3250|0|0|3250|0|3250|0|0|3250|4800|9165.17|0|16441.88|25607.05|3250|22357.05|0|0|22357.05|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|10/31/2000|12/27/2000|KAREN   |10/30/2000|6000082|11/07/2000|G|10|10/03/2000|10/23/2000||19433.93|0|0|42.12|42.12|0|0|42.12|0|0|42.12|19476.05|4800|1500|0|0|1500|0|1500|0|0|1500|6300|22357.05|0|42.12|22399.17|1500|20899.17|0|0|20899.17|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|01/17/2001|01/31/2001|KAREN   |01/15/2001|0      |11/07/2000|G|70|10/24/2000|12/31/2000||19476.05|0|0|115.96|115.96|0|0|115.96|0|0|115.96|19592.01|6300|0|0|0|0|0|0|0|0|0|6300|20899.17|0|115.96|21015.13|0|21015.13|0|0|21015.13|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|03/05/2001|03/09/2001|KAREN   |03/03/2001|0      |04/03/2001|P|30|01/01/2001|02/27/2001||0|6384|0|0|6384|0|0|6384|0|0|6384|6384|0|11280|0|0|11280|0|11280|0|0|11280|11280|21015.13|0|6384|27399.13|11280|16119.13|0|0|16119.13|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|03/27/2001|03/29/2001|SERENAD |03/26/2001||04/03/2001|P|10|02/28/2001|03/19/2001||6384|1410|0|0|1410|0|0|1410|0|0|1410|7794|11280|600|0|0|600|0|600|0|0|600|11880|16119.13|0|1410|17529.13|600|16929.13|0|0|16929.13|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|04/24/2001|04/24/2001|SERENAD |04/23/2001||05/01/2001|G|10|03/20/2001|04/16/2001||||||||||||||||||||||||||||||||||
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|06/26/2001|06/27/2001|SERENAD |06/26/2001||05/15/2001|G|70|04/17/2001|06/19/2001||7794|3490|0|144.23|3634.23|0|0|3634.23|0|0|3634.23|11428.23|11880|0|1200|0|1200|0|1200|0|0|1200|13080|16929.13|0|3634.23|20563.36|1200|19363.36|0|0|19363.36|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|02/04/2002|02/11/2002|TERII   |01/31/2002|6270200|01/01/2001|A||06/20/2001|12/31/2001||0|13760|0|205.54|13965.54|0|0|13965.54|0|0|13965.54|13965.54|0|750|0|0|750|0|750|0|0|750|750|19363.36|0|13965.54|33328.9|750|32578.9|0|0|32578.9|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|04/18/2002|05/19/2003|JIMS    |04/16/2002|6380198|05/14/2002|P|30|01/01/2002|04/09/2002||0|3755.2|0|40.21|3795.41|0|0|3795.41|0|0|3795.41|3795.41|0|5530|0|0|5530|0|5530|0|0|5530|5530|32578.9|0|3795.41|36374.31|5530|30844.31|0|0|30844.31|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|05/07/2002|05/13/2002|TERII   |05/06/2002|6400113|05/14/2002|P|10|04/10/2002|04/29/2002||||||||||||||||||||||||||||||||||
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|06/28/2002|07/01/2002|TERII   |06/24/2002|6420116|05/14/2002|P|40|04/30/2002|06/18/2002||3795.41|0|0|12.62|12.62|0|0|12.62|0|0|12.62|3808.03|5530|10500|500|0|11000|0|11000|0|0|11000|16530|30844.31|0|12.62|30856.93|11000|19856.93|0|0|19856.93|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|10/08/2002|01/15/2003|DAVIDH  |10/07/2002|6450006|11/05/2002|G|30|06/19/2002|10/01/2002||3808.03|5492|0|39.45|5531.45|0|0|5531.45|0|0|5531.45|9339.48|16530|9000|500|90.5|9590.5|1000|8590.5|0|0|8590.5|25120.5|19856.93|0|5531.45|25388.38|8590.5|16797.88|0|0|16797.88|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|10/29/2002|05/19/2003|JIMS    |10/28/2002|6460156|11/05/2002|G|10|10/02/2002|10/21/2002||9339.48|2440|0|12.19|2452.19|0|0|2452.19|0|0|2452.19|11791.67|25120.5|9500|0|0|9500|1000|8500|0|0|8500|33620.5|16797.88|0|2452.19|19250.07|8500|10750.07|0|0|10750.07|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|01/15/2003|05/19/2003|JIMS    |01/14/2003|6490205|11/05/2002|G|70|10/22/2002|12/31/2002||11791.67|4038|0|15.98|4053.98|0|0|4053.98|0|0|4053.98|15845.65|33620.5|6250|0|0|6250|0|6250|0|0|6250|39870.5|10750.07|0|4053.98|14804.05|6250|8554.05|0|0|8554.05|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|04/01/2003|04/14/2003|JIMS    |03/31/2003|6600113|04/08/2003|P|10|01/01/2003|03/04/2003||0|4970|0|10.45|4980.45|0|0|4980.45|0|0|4980.45|4980.45|0|13000|0|0|13000|0|13000|0|0|13000|13000|8554.05|0|4980.45|13534.5|13000|534.5|0|0|534.5|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|04/29/2003|05/12/2003|JIMS    |04/28/2003|6610102|05/06/2003|G|10|03/25/2003|04/21/2003||4980.45|210.33|0|5.65|215.98|0|0|215.98|0|0|215.98|5196.43|13000|0|0|0|0|0|0|0|0|0|13000|534.5|0|215.98|750.48|0|750.48|0|0|750.48|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|06/17/2003|06/26/2003|JIMS    |06/16/2003|6620247|05/08/2003|G|70|04/22/2003|06/10/2003||5196.43|0|0|.29|.29|0|0|.29|0|0|.29|5196.72|13000|350|0|10|360|0|360|0|0|360|13360|750.48|0|.29|750.77|360|390.77|0|0|390.77|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|02/03/2004|02/25/2004|JIMS    |02/02/2004|6670224|05/06/2003|A||06/11/2003|12/31/2003||0|120|0|.74|120.74|0|0|120.74|0|0|120.74|120.74|0|0|0|70|70|0|70|0|0|70|70|390.77|0|120.74|511.51|70|441.51|0|0|441.51|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|04/16/2004|04/21/2004|CHERYLD |04/12/2004|6780131|05/11/2004|P|30|01/01/2004|04/06/2004||0|7011.2|0|1.23|7012.43|0|0|7012.43|0|0|7012.43|7012.43|0|0|0|20|20|0|20|0|0|20|20|441.51|0|7012.43|7453.94|20|7433.94|0|0|7433.94|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|05/06/2004|05/11/2004|CHERYLD |05/06/2004|6790231|05/11/2004|P|10|04/07/2004|04/26/2004||7012.43|10612|0|10.23|10622.23|0|0|10622.23|0|0|10622.23|17634.66|20|0|0|0|0|0|0|0|0|0|20|7433.94|0|10622.23|18056.17|0|18056.17|0|0|18056.17|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|06/22/2004|08/09/2005|nadc04|06/21/2004|6820107|05/11/2004|P|40|04/27/2004|06/15/2004||17634.66|3059|0|7.87|3066.87|0|0|3066.87|0|0|3066.87|20701.53|20|5000|0|0|5000|0|5000|0|0|5000|5020|18056.17|0|3066.87|21123.04|5000|16123.04|0|0|16123.04|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|10/13/2004|10/18/2004|CORIEJ  |10/11/2004|6860004|11/02/2004|G|30|06/16/2004|09/28/2004||20701.53|10537|0|35.73|10572.73|0|0|10572.73|0|0|10572.73|31274.26|5020|5000|0|0|5000|0|5000|0|0|5000|10020|16123.04|0|10572.73|26695.77|5000|21695.77|0|0|21695.77|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|10/26/2004|08/09/2005|nadc04|10/25/2004|6870013|11/02/2004|G|10|09/29/2004|10/18/2004||31274.26|0|0|0|0|0|0|0|0|0|0|31274.26|10020|18250|500|0|18750|0|18750|0|0|18750|28770|21695.77|0|0|21695.77|18750|2945.77|0|0|2945.77|
NE PROFESSIONAL FIREFIGHTERS PAC|4246 SHANNA STREET|S|GRAND ISLAND|NE|68803|99PAC00008|01/12/2005|01/24/2005|JIMS    |01/11/2005|6900140|11/02/2004|G|70|10/19/2004|12/31/2004||31274.26|9460|0|28.78|9488.78|0|0|9488.78|0|0|9488.78|40763.04|28770|1000|0|0|1000|0|1000|0|0|1000|29770|2945.77|0|9488.78|12434.55|1000|11434.55|0|0|11434.55|
FIRST NATIONAL  OF NEBRASKA PAC|ONE FIRST NAT'L CENTER 1620 DODGE STREET|S|OMAHA|NE|68102|99PAC00009|03/09/1999|04/29/1999|SHELLYS |03/08/1999|5630153|04/06/1999|P|30|01/01/1900|01/01/1900| |0|13658.1|0|0|13658.1|0|0|13658.1|0|0|13658.1|13658.1|0|0|1000|0|1000|1550|-550|0|0|-550|-550|13193.03|0|13658.1|26851.13|-550|27401.13|0|0|27401.13|
FIRST NATIONAL  OF NEBRASKA PAC|ONE FIRST NAT'L CENTER 1620 DODGE STREET|S|OMAHA|NE|68102|99PAC00009|03/30/1999|04/29/1999|SHELLYS |03/29/1999|       |04/06/1999|P|10|03/03/1999|03/22/1999| |13658.1|3858.65|0|0|3858.65|0|0|3858.65|0|0|3858.65|17516.75|-550|500|6000|0|6500|0|6500|0|0|6500|5950|27401.13|0|3858.65|31259.78|6500|24759.78|0|0|24759.78|
FIRST NATIONAL  OF NEBRASKA PAC|ONE FIRST NAT'L CENTER 1620 DODGE STREET|S|OMAHA|NE|68102|99PAC00009|04/27/1999|04/29/1999|SHELLYS |04/26/1999||05/04/1999|G|10|03/23/1999|04/19/1999||17516.75|2006.81|0|0|2006.81|0|0|2006.81|0|0|2006.81|19523.56|5950|0|0|55|55|0|55|0|0|55|6005|24759.78|0|2006.81|26766.59|55|26711.59|0|0|26711.59|
FIRST NATIONAL  OF NEBRASKA PAC|ONE FIRST NAT'L CENTER 1620 DODGE STREET|S|OMAHA|NE|68102|99PAC00009|05/18/1999|05/24/1999|SHELLYS |05/17/1999|5720237|05/04/1999|P|40|03/23/1999|05/11/1999||17516.75|4711.47|0|0|4711.47|0|0|4711.47|0|0|4711.47|22228.22|5950|0|8000|55|8055|0|8055|0|0|8055|14005|24759.78|0|4711.47|29471.25|8055|21416.25|0|0|21416.25|
FIRST NATIONAL  OF NEBRASKA PAC|ONE FIRST NAT'L CENTER 1620 DODGE STREET|S|OMAHA|NE|68102|99PAC00009|06/15/1999|06/28/1999|SHELLYS |06/14/1999||05/04/1999|G|70|04/20/1999|06/08/1999||19523.56|4438.98|0|0|4438.98|0|0|4438.98|0|0|4438.98|23962.54|6005|0|8000|0|8000|0|8000|0|0|8000|14005|26711.59|0|4438.98|31150.57|8000|23150.57|0|0|23150.57|
FIRST NATIONAL  OF NEBRASKA PAC|ONE FIRST NAT'L CENTER 1620 DODGE STREET|S|OMAHA|NE|68102|99PAC00009|02/01/2000|02/17/2000|ERICHS  |01/31/2000||05/04/2000|A||06/09/1999|12/31/1999||23962.54|15195.87|0|0|15195.87|0|0|15195.87|0|0|15195.87|39158.41|14005|2100|12249.99|0|14349.99|0|14349.99|0|0|14349.99|28354.99|23150.57|0|15195.87|38346.44|14349.99|23996.45|0|0|23996.45|
FIRST NATIONAL  OF NEBRASKA PAC|ONE FIRST NAT'L CENTER 1620 DODGE STREET|S|OMAHA|NE|68102|99PAC00009|04/12/2000|10/12/2000|RICHB   |04/11/2000||05/09/2000|P|30|01/01/2000|04/04/2000||0|59518.52|0|0|59518.52|0|0|59518.52|0|0|59518.52|59518.52|0|1300|16750|0|18050|1000|17050|104.39|0|17154.39|17154.39|23996.45|0|59518.52|83514.97|17050|66464.97|0|104.39|66360.58|
FIRST NATIONAL  OF NEBRASKA PAC|ONE FIRST NAT'L CENTER 1620 DODGE STREET|S|OMAHA|NE|68102|99PAC00009|05/03/2000|11/01/2000|KATHYS  |05/01/2000||05/09/2000|P|10|04/05/2000|04/24/2000||59518.52|685.61|0|0|685.61|0|0|685.61|0|0|685.61|60204.13|17154.39|200|1500|0|1700|0|1700|0|0|1700|18854.39|66360.58|0|685.61|67046.19|1700|65346.19|0|0|65346.19|
FIRST NATIONAL  OF NEBRASKA PAC|ONE FIRST NAT'L CENTER 1620 DODGE STREET|S|OMAHA|NE|68102|99PAC00009|06/19/2000|12/07/2000|DAVIDH  |06/16/2000||05/09/2000|P|40|04/25/2000|06/13/2000||60204.13|2101.07|0|0|2101.07|0|0|2101.07|0|0|2101.07|62305.2|18854.39|1250|6500|0|7750|2000|5750|0|0|5750|24604.39|65346.19|0|2101.07|67447.26|5750|61697.26|0|0|61697.26|
